,author.properties.friends,author.properties.status_count,author.properties.verified,content.body,location.country,properties.platform,properties.sentiment,location.latitude,location.longitude
349,580,9950.0,False,"@brilee84 @j22met22 ha ha , i'm a binge watcher too, just started on one call Containment ,  blasted out 7 episodes in 2 days :) x",GB,twitter,1.0,51.53707969560851,-0.4423609999999999
350,107,2071.0,False,"I'm at London - @visitlondon in London, Greater London https://t.co/gd2TM8zVfc",GB,twitter,1.0,51.50724666,-0.12771606
351,106,4469.0,False,"@1TeaminIreland @CelticBot Typical self centred Keane.What he said, should be for dressing room.RK it's always about him,to hell with morale",GB,twitter,-1.0,54.17514165621084,-6.344167999999998
352,712,11821.0,False,"@HillaryMonahan Don't make me send @falconesse around to collect. I'LL DO IT, MONAHAN.",GB,twitter,-1.0,52.41195046288927,-1.5186515
353,118,265.0,False,@Casemirazo jordi alba y bellerin... Sigue intentandolo. Cada vez me das mas la razon; ni puta idea de futbol😂😂,GB,twitter,-1.0,51.5248433429905,-0.173115
354,2163,105219.0,False,@JuddysGalMcphee not much really hun wat about you xxxxx,GB,twitter,-1.0,55.943259273756,-3.2030085
355,1424,16507.0,False,@Moonbyungwoo284 Hey man if your interested I could help u make more coins by trading possibly double yours follow for dm if interested,GB,twitter,-1.0,52.98533808533774,-1.1140985000000003
356,1820,7452.0,False,so proud of my queen @joanneclifton for her hard work tonight hope these beauts had fun @keviclifton @karen_hauer @JManrara @AljazSkorjanec,GB,twitter,1.0,51.39781057661456,-0.252754
357,2933,26415.0,False,@ao I normally do an ironing marathon twice a week whilst watching the soaps in the evening :),GB,twitter,1.0,51.08260421545904,-4.052469500000001
358,517,1622.0,False,"@dead_end_old yo, enjoy the YouTube vids man. You do a podcast or anything? All great stuff man",GB,twitter,1.0,54.53579056478005,-1.5538284999999998
359,549,13857.0,False,VS underwear looks like the cheap chinese underwear u get off ebay for £3 looool,GB,twitter,-1.0,53.01941871958767,-2.1540125
360,565,3296.0,False,And so we're back here *sharpens blades* https://t.co/HkjcfcdlD9,GB,twitter,-1.0,51.44385985231367,0.13187
361,1054,4778.0,False,@___LD____ there she is!! Been a while Deano..a little too long. We need a conference call catch up 😉,GB,twitter,-1.0,55.943259273756,-3.2030085
362,209,753.0,False,"Slipping up, this is only the 2nd tweet today 😮😮😮",GB,twitter,-1.0,57.188779263340585,-2.201773
363,339,15882.0,False,⏰😖 https://t.co/chQEK8MWq2,GB,twitter,0.0,53.469862766255794,-3.0044560000000007
364,646,5182.0,False,Footballs coming home,GB,twitter,1.0,54.40535128356525,-1.7348125
365,277,9694.0,False,@Seanofthesouth @chrisadonnelly David ford only wanted to remember British soliders killed during the easter rising,GB,twitter,-1.0,55.00619740232842,-7.312944999999999
366,46,4782.0,False,@BlindspotRoom ah great can't wait for season 2 I just love show,GB,twitter,1.0,51.53485310087783,-2.3926225
367,297,4803.0,False,@MollyEmmott_x I'm a big whitey victim like 🙄,GB,twitter,-1.0,54.9920651180037,-1.6453615
368,616,35744.0,False,@fendogg_ enit.,GB,twitter,0.0,52.44725408864302,-1.7874955000000006
369,606,735.0,False,"I've got ""no new makeup disease"". I don't need anything at all. So today I went to Boots to visit the makeup 💝💄",GB,twitter,-1.0,51.49704302186007,-3.1798
370,984,15120.0,False,Tell em!! https://t.co/aKGKeWNrJE,GB,twitter,0.0,51.46192602344183,0.3605635
371,83,5175.0,False,@Longyman @JoshHenry23 @Mattheprofane I see you still cannot respond to this video i showed you https://t.co/q4owqOVbOs,GB,twitter,-1.0,54.67505086172861,-6.81351
372,345,7178.0,False,This look back at Euro 96 is getting me very excited for the Euros,GB,twitter,1.0,53.83870413358168,-2.8821154999999994
373,2122,21009.0,False,The time I want to sleep the baby up stairs starts crying. GREAT,GB,twitter,1.0,53.589899524748894,-0.6419345000000002
374,830,66166.0,False,امس خيرو التمساح اذا يطيح من برج خليفه او يذبح امه وهي راقده😂😂😂😳توبه ربي,GB,twitter,0.0,55.85839558130999,-4.2417515
375,1082,383.0,False,"@GTK_Essentials #BISS submission 😁🍀🙏🏼
A bottle-feeding mother sees a breastfeeding mother and smiles... https://t.co/0lHo1HRxqX",GB,twitter,0.0,52.80774725109728,0.0134424999999999
376,282,2085.0,False,@Donforester Many established 1st generation immigrants want to restrict immigration. Many 2nd generation eg Irish more welcoming,GB,twitter,0.0,53.419914903420405,-2.915427
377,522,51425.0,False,adventure of a lifetime starts tomorrow and I'm in the worst mood ever 😓,GB,twitter,1.0,57.1605717487859,-2.1270405
378,523,14340.0,False,@Bailzy6 https://t.co/jWXIQZ0OZF,GB,twitter,0.0,51.36215995446763,1.1290525
379,126,48055.0,False,تو عاد من يفهم عقلي اني لو تحركت محد بيموت 🙂,GB,twitter,0.0,55.85839558130999,-4.2417515
380,290,6809.0,False,If the shoe fits you better lace that bitchhhh up hunny 💅🏽😘 https://t.co/ZxJRAaCBw5,GB,twitter,-1.0,55.02801629516445,-1.458029
381,301,2913.0,False,"@DrtyHippiePanda Oh I'm pretty sure I can raise you up one
https://t.co/c7wUhcExZ5",GB,twitter,-1.0,57.47197179293184,-4.2219125
382,265,2695.0,False,Everyone looks lovely going to prom only 15 days till ours✨💖,GB,twitter,0.0,55.85839558130999,-4.2417515
383,395,3255.0,False,@kitkatster13 or get follwed back!,GB,twitter,1.0,51.51448212166734,-0.0929105
384,125,34127.0,False,@chlogll @PauDybala_JR <3,GB,twitter,0.0,51.54244893903978,-0.159403
385,50,1045.0,False,🌙☄,GB,twitter,0.0,51.34680651501751,-2.9451295000000006
386,1970,48962.0,False,@Mauro_Gonzlez @xime_caprile @RojoEdwards ella no ha cerrado ningun medio q yo sepa.Pinochet si la revista Hoy Analisis etc.,GB,twitter,-1.0,51.394368557245095,0.0262989999999999
387,1578,4543.0,False,I ❤ #Rutland Open Studios : such fantastic opp to see original art & talk to the artists themselves https://t.co/3lUOut7hcq,GB,twitter,0.0,52.59533862360877,-0.6373869999999999
388,122,798.0,False,@erfon @thecultcast @Georgia_Dow Cool.  A mention on your show would make my day :-),GB,twitter,1.0,53.81595415863419,-1.7668200000000005
389,315,5463.0,False,fucked all my exams xxx,GB,twitter,1.0,56.80771669844094,-5.116401499999999
390,990,99761.0,False,@Robinstanford @WengerBoy1 Agree it should not be Ramsey but who knows. Spoiler for choice,GB,twitter,-1.0,50.97366911983044,-1.3743525
391,338,14577.0,False,Bristol man who survived Birmingham pub bombings welcomes inquest https://t.co/Dmn91bxMU4 #Bristol,GB,twitter,0.0,51.45605182,-2.59314023
392,1444,15032.0,True,"@JudeyWudey Thanks lovely - very difficult when you care so much about what you've written, and want to share it!",GB,twitter,1.0,51.06424442981939,-1.3255455000000005
393,167,988.0,False,Whoops... There goes my #achilles,GB,twitter,-1.0,51.394368557245095,0.0262989999999999
394,525,9833.0,False,"""Mum, that's Miss GB"".... ""HER 😧... Nobody enters these competitions tho do they?"" 😳 Brutal. Gwarn mum 😂😂.. @LoveIsland",GB,twitter,-1.0,53.38203443966408,-2.473425
395,426,1627.0,False,Can't wait to go to Wembley to watch LFC v Barca✌🏻️,GB,twitter,1.0,53.36274027216741,-3.0394275000000004
396,2045,20032.0,False,Daniel deals with shit 🙈 cringing at Love island 😂 can see this one being a good one though.,GB,twitter,-1.0,51.39781057661456,-0.252754
397,458,6420.0,False,and whys Olivia being so annoying shut up,GB,twitter,-1.0,51.75228868262215,-0.4675694999999999
398,641,96582.0,False,if I get a 2.2 in my Engineering degree I will be okay right?,GB,twitter,1.0,51.35895133231162,-0.092633
399,172,587.0,False,@eatcleanmeals Hey ;),GB,twitter,-1.0,53.456983702037085,-2.233480000000001
400,109,329.0,False,@SyndicateOG I defiantly want one of these I love the gold lion 😍,GB,twitter,1.0,52.80416803941673,-2.104833
401,754,4727.0,False,Dont know if the thought of moving away in september is exciting or scaring me🤔,GB,twitter,-1.0,52.48637995245303,-0.6840599999999999
402,2019,51361.0,False,@PupSyler Adorable pup xx id maybe have you beg more or be a bad hooman & shower you in treats! x,GB,twitter,-1.0,51.80108326261314,-4.9798935
403,1186,4372.0,False,@AFCWimbledon are on fire...promoted to league 1 https://t.co/oCtuR6sTJg via @YouTube,GB,twitter,-1.0,51.394368557245095,0.0262989999999999
404,57,6693.0,False,"So far rumours include a predominantly glass design, something like the #iPhone 4. Including dual-curve screen like Galaxy S7. #Apple",GB,twitter,0.0,52.7684076935764,-1.2920579999999997
405,482,1293.0,False,Didn't @ucas_online Used to have a .ac.uk web domain? Only .com seems to work now https://t.co/R15nDCdDL3,GB,twitter,-1.0,51.7584379769822,-2.537534
406,413,11819.0,True,@CJMcFadden Can't beat a hiking trip with a banana guard.,GB,twitter,1.0,55.85839558130999,-4.2417515
407,521,9431.0,False,@JAWChaos thanks John looking forward to it,GB,twitter,1.0,53.62696614500941,-2.7602795
408,3443,15248.0,False,Toby on the #beach. Look out for Hugh's new #shortstory 'On The Beach'. @ Burgh Island https://t.co/erLHwjdR0k,GB,twitter,1.0,50.27972222,-3.90027778
409,912,13195.0,False,@drivelcast Spooky....   I will try to provide pictures next time :-),GB,twitter,1.0,51.39781057661456,-0.252754
410,188,379.0,False,"You can achieve whatever you set your heart on! 

Health fitness and the body you have always… https://t.co/sWf3U7GJsT",GB,twitter,1.0,54.67837877,-1.21552836
411,647,7677.0,False,🤔🤔🤔 @LoveIsland,GB,twitter,0.0,52.23888471672323,-0.8829510000000002
412,4789,250.0,False,"For information, hotels, b&b's and self catering accommodation in York please see our guide https://t.co/5Y1pb5o0MK https://t.co/298WSMxlp5",GB,twitter,0.0,53.9394953936082,-1.2074825000000002
413,800,48416.0,False,"@teejuana_ bwoyyyy, I really duno who's asking me these questions una",GB,twitter,-1.0,51.49839328713241,-0.216108
414,2178,25701.0,False,@4ndrewJames @timntweet @joefattorini @christinalarss @ChampagneDevaux He's on fire 😂😂😂,GB,twitter,-1.0,50.40223082859258,-4.142929999999999
415,1315,4328.0,False,@JordanDoww #ChoiceComedian #ChoiceComedian #ChoiceComedian 🤘🏼🤘🏼🤘🏼,GB,twitter,-1.0,54.17514165621084,-6.344167999999998
416,771,191991.0,False,@georgialxx_ https://t.co/cF0EGbtO6S,GB,twitter,0.0,53.40021124827171,-2.3267745
417,261,590.0,False,I miss my mum 😞 wish she'd just come out of hospital and she's only been in a day!!,GB,twitter,1.0,52.05787637713311,-2.7131525
418,666,203908.0,False,@lbc She said they'd not asked for the overpayments back so not sure why she called ? Because they mentioned theft ? Strange....,GB,twitter,-1.0,51.20674530290184,-1.6711140000000002
419,3828,6474.0,False,Good evening @SimpsonsMCC  #NorfolkHour,GB,twitter,1.0,52.64150315634781,1.2730815
420,332,1433.0,False,Standard gig pic. #ofmiceandmen surrounded by 14yr old girls singing… https://t.co/5aUknSVkpJ,GB,twitter,0.0,51.40824922,-0.30479489
421,680,2414.0,False,Just need some champagne now! 💁🏽🍓🍾🙍🏽 https://t.co/tDU1PeSq0q,GB,twitter,0.0,53.456983702037085,-2.233480000000001
422,943,28603.0,False,🔫🔫🔫🔫 lordddd https://t.co/C0diVrZ6mp,GB,twitter,-1.0,52.59227235125538,-2.1064074999999995
423,659,4179.0,False,"I need a job so bad, so skint😭",GB,twitter,-1.0,56.12609661195722,-3.321336000000001
424,142,10810.0,False,@Swissss do you do this?,GB,twitter,1.0,52.666729751780885,-1.7708645000000007
425,1,4276.0,False,@SrBachchan #TE3N out on 10th June.... Can't wait.. Love,GB,twitter,1.0,52.49405270288055,-1.8906405
426,1420,16493.0,False,"@aronk09 Hey there was wondering if you want to make some coins?possibly double yours by trading, if your interested follow for dm",GB,twitter,-1.0,52.98533808533774,-1.1140985000000003
427,1430,37787.0,False,Already cried over Heath and river today no more tears thank u,GB,twitter,1.0,51.34336151798615,0.7322574999999998
428,802,11232.0,False,'Iron Man' continues Baltimore Batman's legacy https://t.co/3CjhCQFNce,GB,twitter,-1.0,51.46469310439313,-0.0706035
429,318,34479.0,False,Backpass - unreal 🙈,GB,twitter,-1.0,50.91464801183099,-1.299116
430,3717,13872.0,False,Everything you need to know is on my blog here - https://t.co/aK7wgbiD4p #BakersHour  https://t.co/hqLKOeUzlu,GB,twitter,0.0,51.39781057661456,-0.252754
431,1240,46152.0,False,😠😠😠😠,GB,twitter,0.0,56.01128453785989,-3.7142625000000007
432,442,4837.0,False,Good day w my cousin today ❤️,GB,twitter,1.0,51.89446585216564,-0.4323374999999999
433,101,2597.0,False,And these?😏 https://t.co/5joFtYfHsD,GB,twitter,-1.0,54.71877170611247,-1.508425
434,124,919.0,False,Nae idea wit to wear for works night oot tomoz cause its Gonny be nae doubt sunny n warm all fuckin day n night😑😑😑,GB,twitter,0.0,55.80135874607209,-3.984748
435,522,1009.0,False,"131.574MPH from @M_Dunlop3 

I sense some record breaking this year! 
#S1000",GB,twitter,-1.0,52.63182827240737,-0.4076114999999999
436,597,6162.0,False,@robrymond not a problem bud 👊👊 @paulbodman FYI 😁,GB,twitter,-1.0,52.49405270288055,-1.8906405
437,198,32536.0,False,one guy told me your feet are so large you don't even have a size their just big,GB,twitter,-1.0,51.56521809122742,-0.2631405
438,953,6142.0,False,Good on you @BandQ @ITV show. Valuing the role and contribution of older workers. #enlightened #employment practice.,GB,twitter,0.0,52.80280339743897,-0.8380554999999998
439,263,1644.0,False,@akmml @GlencairnpsN WHOOOPA! Thank you soooo much for your lovely tweet! I am so sad today is over! I love you guys! Loads! ❤️⚡️😀,GB,twitter,1.0,55.75947448152295,-4.186459999999999
440,2915,33329.0,False,"@carsonfosters tessa connorton
who is this please, it say's nothing about him/her? mkhay13@g-mail.com
@khayabdelati FOLLOWS YOU",GB,twitter,0.0,51.02295143263842,-3.927119
441,160,5207.0,False,"@BreadcrumbMark I know, and that's one example. Happens all the time but hey, it's just us feminists having a moan 😒",GB,twitter,-1.0,53.97951399246983,-1.1496285
442,2695,17866.0,False,Thanks so much Rebecca! :-D @bagleybooks,GB,twitter,1.0,51.44054535039476,-0.3069960000000001
443,625,6806.0,False,@DinDins123 happy birthday buddy! hope you're having a sick one🍻 xx,GB,twitter,1.0,53.802038177843606,-1.5654900000000005
444,559,4461.0,False,"So many amazing things planned over the next year T, Ibiza, Creamfeilds, Log cabin, Mexico & Marbella think I better start staying in soon 🙄",GB,twitter,0.0,56.12043338460726,-3.792553999999999
445,517,20203.0,False,Geezer on tv is 96.. Goes gym everyday & has a beach body.. & then there's me shitting myself about preseason in 20 days.,GB,twitter,-1.0,51.754062585659184,-0.2307385
446,583,8051.0,False,@dereklafc @JimGardiner2 had your interview with Hibs yet Derek!,GB,twitter,1.0,55.83729586045824,-3.2229735
447,249,114833.0,False,"just cleaned my room, turns out i have a flor",GB,twitter,-1.0,54.67505086172861,-6.81351
448,264,5806.0,False,@bazwolf24 I know im loving it! Who's your fav? Olivia's causing mahem!,GB,twitter,1.0,51.48651958815168,0.317777
449,492,13132.0,False,I would of made a better Dan on there than this melt,GB,twitter,-1.0,51.02295143263842,-3.927119
450,715,24957.0,False,"Feel sorry for Terry like, poor kid has only just walked in 🙈😳 @LoveIsland @itv2 #LoveIsland",GB,twitter,-1.0,52.41214485808566,-4.001617
451,1404,283.0,False,@BBCSport there's the first panic buy of the summer hardly a proven goal scorer 😂😂#MUFC BPL coming home to the right side of Manchester 👍👍👍,GB,twitter,1.0,57.78663118391636,-4.200440999999999
452,714,44901.0,False,Find it absolutely crazyyyy how fake people can be 🙅🏼,GB,twitter,-1.0,53.51766460606289,-1.1393599999999997
453,376,5447.0,False,Love has no colour https://t.co/oCkvhzk8MP,GB,twitter,-1.0,51.544829907267776,0.024996
454,933,18262.0,False,"Just posted a video @ London Eye, UK https://t.co/GBsYifVjrJ",GB,twitter,-1.0,51.50335435,-0.11918868
455,187,619.0,False,https://t.co/uChTm1rV73 this is actually ridiculous,GB,twitter,-1.0,50.99482171853941,-1.4773725
456,2080,3184.0,False,Like tbe lyrics to this song https://t.co/cLGOKr4lKC #hearditallbefore #confidencetrickster,GB,twitter,-1.0,50.35753381659547,-4.086547000000002
457,342,13496.0,False,Glasney laundry is the actual worst,GB,twitter,-1.0,51.02295143263842,-3.927119
458,1256,62528.0,False,@JonsCrazyTweets I've had my children's blog for five months and I'm celebrating 3102 views! So happy :),GB,twitter,1.0,53.38322877572023,-1.4496120000000003
459,1229,9665.0,False,All going down in #LoveIsland,GB,twitter,-1.0,51.58792119344532,-0.102162
460,1102,17154.0,False,@root_luke I feel like I could go out for a three course meal,GB,twitter,1.0,53.751418806831815,-0.4392864999999999
461,860,15205.0,False,@KockyKabby 🤔🤔 sorry to disappoint you but I do 👍,GB,twitter,-1.0,53.419914903420405,-2.915427
462,671,86158.0,False,@sphelan4594  Thankyou for rt xx,GB,twitter,1.0,55.13511300814875,-1.7396195
463,4995,740.0,False,One of the amazing perks available from the Indiegogo campaign starting Jul 29 more info at https://t.co/U8XNhJgfGk https://t.co/6CETbMgu3D,GB,twitter,0.0,51.02295143263842,-3.927119
464,320,13189.0,False,"@napalonywikary 
Tylko po co.",GB,twitter,0.0,51.410893464308295,-0.189289
465,469,33599.0,False,SLAY MY FRIEND SLAYYYY https://t.co/6H0TDKqbqW,GB,twitter,-1.0,56.006445104608446,-4.730067
466,1245,6097.0,False,@mufc_usmaan @JMcatemney just read the conversation back,GB,twitter,-1.0,55.85839558130999,-4.2417515
467,2521,47471.0,False,@lisahammondwhop we share the same surname r we related lol??,GB,twitter,1.0,51.5730271279188,-1.7856895
468,1123,9222.0,False,@justin_burl hey Kevin may I speak to you in DM please there something I need to talk to you so please?,GB,twitter,-1.0,53.589899524748894,-0.6419345000000002
469,650,49823.0,False,More positively.,GB,twitter,1.0,52.9244514967954,-1.2301575
470,985,34526.0,False,"I won't wear your shoes, I won't clip your wings...",GB,twitter,-1.0,55.943259273756,-3.2030085
471,571,3507.0,False,@CharlotteApril3 @LoveEnergySavin You should have had a name the bird competition! 😉,GB,twitter,-1.0,53.84119157314604,-3.032089000000001
472,1419,16461.0,False,"@JHDZ760 Hey there was wondering if you want to make some coins?possibly double yours by trading, if your interested follow for dm",GB,twitter,-1.0,52.98533808533774,-1.1140985000000003
473,716,1389.0,False,Yeah you should probably tell the police where they shouldn't search! #policecustody,GB,twitter,-1.0,51.451674884083495,-0.1937195
474,249,114833.0,False,"just cleaned my room, turns out i have a floor",GB,twitter,-1.0,54.51603989375694,-6.062353500000001
475,342,49298.0,False,@chucklescabbie ta mate,GB,twitter,-1.0,51.51448212166734,-0.0929105
476,557,4209.0,False,Its coming across to me that Giggs thinks he's bigger than the club! go and prove yourself! #MUFC @ManUtd,GB,twitter,-1.0,51.79661280900454,-0.0777585
477,23,10744.0,False,"Great times with great friends tonight :-D @ Lymewood Farm, Farmhouse Inn https://t.co/uQkRupQhSx",GB,twitter,1.0,53.47181,-2.66541
478,11819,34181.0,False,'Dangerous Woman' by Ariana Grande.,GB,twitter,1.0,52.51490546110416,-2.0093330000000003
479,216,597.0,False,I hate Twitter BC everyone chats absolute shit that nobody else cares about... Just keep it in your head dumbass,GB,twitter,-1.0,51.02295143263842,-3.927119
480,224,18158.0,False,to the club we go,GB,twitter,-1.0,54.53579056478005,-1.5538284999999998
481,186,117.0,False,Stay calm while closing a big deal. Even if your heart is jumping. Relax and act like you do this every day.#Sales #Pedler1Pitch,GB,twitter,0.0,53.802038177843606,-1.5654900000000005
482,1941,7045.0,False,Never heard of this until @wearecreativ mentioned it recently. Definitely not a Scottish thing! https://t.co/Bw30bg7Ozm,GB,twitter,-1.0,51.39699023502833,-0.6496110000000002
483,1104,22109.0,False,@sashagw14 omg you're cute af😭don't even tho omg help me what if I see her I'll be a mess😭😭😭,GB,twitter,-1.0,56.839140054666,-5.103829500000001
484,181,501.0,False,Walking round it the other day I said out loud I wanted to get trapped inside #seriouslywhyhasthisnothappened  https://t.co/2KxdyKOEnK,GB,twitter,-1.0,53.77411355102777,-2.7016375000000004
485,1732,19260.0,False,Miss you #teammcqueen @ceogfirst @english_gooner @MarcusInStroud,GB,twitter,-1.0,51.71451998155369,-1.965469
486,684,12550.0,False,@willymcpea @morayswan I had to spit them back out,GB,twitter,-1.0,55.8761998843784,-3.114289999999999
487,2162,48642.0,False,@Bonmachio e cos teus cartos!,GB,twitter,0.0,56.10765259026592,-3.9335910000000007
488,543,14098.0,False,Your grandchildren will be Mick Hucknall fans.,GB,twitter,-1.0,55.85839558130999,-4.2417515
489,309,3595.0,False,"#Brexit like outlawing Referendums, dictating what way national governments can lean. https://t.co/FQo7vUybZy",GB,twitter,0.0,51.68458404150992,0.7593534999999999
490,251,8177.0,False,@KaldrusMroof I gotta go back and fix that awful turn style and do lighting in the club but I need to make a move of the other scenes 1/2,GB,twitter,-1.0,50.40223082859258,-4.142929999999999
491,246,12937.0,False,Cuba teka nak pi mana hihihi https://t.co/FKEUhF35ry,GB,twitter,0.0,51.13241515126608,1.302505
492,185,24774.0,False,@16bitLina Я ВОН НА ТУФЛИ РАСКОШЕЛИЛАСЬ И СИЖУ СЧАСТЛИВАЯ,GB,twitter,0.0,51.5248433429905,-0.173115
493,2549,64139.0,False,;0) https://t.co/E0rxluHQMN,GB,twitter,0.0,51.27676464045431,1.0901355
494,1793,2905.0,False,@tonywaltony of course,GB,twitter,1.0,53.1902386307094,-1.0660135000000004
495,231,9100.0,False,A 'striper' nurse 🌚 https://t.co/EZWq75ccKq,GB,twitter,-1.0,53.419914903420405,-2.915427
496,500,64772.0,False,@ishy_ible @ConorRayner unfortunately I don't think that will be anytime soon that's why I'm willing to go to Ireland haha!,GB,twitter,-1.0,53.73960789845943,-1.5909519999999997
497,128,5190.0,False,idea: a phone that makes calls but can't receive them.,GB,twitter,-1.0,51.546931093541325,-0.1091815
498,875,10658.0,False,"""From Aled Jones to Zammo"" 😂 #AlanPartridge",GB,twitter,1.0,53.9394953936082,-1.2074825000000002
499,308,3818.0,False,THE CHEBALAYAS https://t.co/wjbZ2il0Kl,GB,twitter,-1.0,50.84034002985045,-0.130356
500,237,3412.0,False,@LillyBethChungx everyone already knows everything 😂,GB,twitter,-1.0,52.5801490926246,-2.147965
501,366,589.0,False,Feel loads better after abit of #TLC! #waxed #lipfillers #dermaroller #collagenmask #collagengel #charcoalteethwhitener,GB,twitter,1.0,53.51766460606289,-1.1393599999999997
502,2059,11823.0,False,They are going to make Watch Dogs 2's protagonist a Delsin clone aren't they? Dear oh dear,GB,twitter,-1.0,55.77819600078368,-4.0662275
503,136,658.0,False,@AlyxMom Umm... never mind...,GB,twitter,-1.0,51.75429938787856,-1.2334335000000003
504,313,68444.0,False,let us all appreciate how @rhiannonbarbor just spelt au revoir gdbye hope https://t.co/WD5ieFsoNq,GB,twitter,-1.0,51.96582537838719,1.3380539999999996
505,738,9541.0,False,@emilyjowarb you could always become a professional ranter 😂,GB,twitter,-1.0,53.456983702037085,-2.233480000000001
506,589,3201.0,False,@TJ_Hewitt I know quite the young ruffian Thomas,GB,twitter,-1.0,51.45412060423482,-0.01799
507,1529,9426.0,False,Successful business lady on #newsnight Surprisingly poor communication skills in evidence though.,GB,twitter,0.0,53.41462347939496,-2.1556405
508,97,984.0,False,Give me at least 3 examples of EU laws 'forced' on us ...,GB,twitter,-1.0,51.50009845259365,-0.148936
509,6299,90995.0,False,@greenbayground @designsbypoppy fantastic skills!,GB,twitter,1.0,52.39592256202304,-0.7156244999999998
510,442,94.0,False,8.5month pregs finished tour now DIY....Superwomen!@AliGilkeson goodluck with the big day! get some rest :) https://t.co/MWLViNeoaa,GB,twitter,1.0,54.9920651180037,-1.6453615
511,466,9381.0,False,"@lauragrac3 looool, we'll be there in 4th year together one way or another don't you worry about that son xox",GB,twitter,-1.0,51.59093822214072,0.6128184999999998
512,502,4749.0,False,I'm so excited to get my nails done after exams💁🏼💅🏼,GB,twitter,1.0,53.215092029758,-1.6790850000000004
513,2076,79853.0,False,You have friends? Are you sure you know the definition of a friend ? People being civil with you aren't friends xx https://t.co/iFes7C9GEn,GB,twitter,-1.0,51.53707969560851,-0.4423609999999999
514,215,869.0,False,Gotta love a conference call,GB,twitter,-1.0,52.53921621015078,-1.3761374999999998
515,692,5118.0,False,@yeah_royyy crumble... and invite me around to sample it 😁,GB,twitter,-1.0,51.02295143263842,-3.927119
516,205,345.0,False,"@GunnerCycling congrats, maybe one day we will catch up",GB,twitter,1.0,51.71378365999893,-1.589826
517,160,8708.0,False,@keandric I tweeted about him earlier with a pink,GB,twitter,-1.0,51.53707969560851,-0.4423609999999999
518,1079,5552.0,False,This #euro96 doc with @alanshearer is an absolute cracker #mustwatch,GB,twitter,-1.0,51.17969062655831,0.3893485
519,1387,5310.0,False,Scammed for my knife and fucked over by a betting site what a night this has been,GB,twitter,-1.0,56.06719126905753,-3.452863
520,125,10620.0,False,@TheDappy @ann3mkkk mums sisters??,GB,twitter,1.0,51.61785957420364,-0.7377640000000001
521,533,19922.0,False,"@kiersledger Plenty of time. I went to Sevilla late last year, Malaga in January and hope for Spain again by the end of the year. Short!",GB,twitter,1.0,51.51605982148212,0.044914
522,1782,9722.0,False,#healthfood #blog #fitfood #recipes #fitfam #gymfood https://t.co/2k045PJCnG https://t.co/FGDqckDA52,GB,twitter,0.0,55.943259273756,-3.2030085
523,287,13975.0,False,@williamsonkev Think they are in Edinburgh. Was a great night. So sunny you wouldn't believe it. Set was 3 hrs 30 mins.,GB,twitter,1.0,55.85839558130999,-4.2417515
524,17829,49396.0,False,Ja tell La Flame,GB,twitter,-1.0,54.07111124598568,-2.7751315
525,267,12746.0,False,@EvilNinjaPhil Yeah dimensions. Spyhunter car mad. Comes with a 'Gamer' mini fig. Left it out because it ruined the view.,GB,twitter,1.0,52.36371583157788,-2.0521725
526,0,42042.0,False,"22:56 BST: Galgate
Temp: 11.8°C, Wind: S, 1 mph (ave), 4 mph (gust), RH%: 71%, Rain (1hr) 0.0 mm, Press: 1020.0 hPa rising slowly",GB,twitter,0.0,54.005871,-2.784528
527,459,4262.0,False,Sooo staying at my daughters house and she's 20 tomorrow!… https://t.co/AnCiZG7bVn,GB,twitter,-1.0,51.4529,-0.0345
528,323,4416.0,False,@LaurenMenzies_ it's that one https://t.co/hONSRvptkl,GB,twitter,-1.0,55.79427478258159,-4.291421499999999
529,456,4986.0,False,Sociology 🙂 https://t.co/RYyToZtPzr,GB,twitter,-1.0,51.86103475739194,0.4581054999999999
530,276,1157.0,False,@nikitazamvar @holly_stanton_ @DanceGoaI one month today🙂🙃,GB,twitter,1.0,55.943259273756,-3.2030085
531,196,3880.0,False,Why police resistant to Birmingham bombings inquiry? #Newsnight Was there protection of MI5 mole? British state also culpable for atrocity?,GB,twitter,0.0,51.544829907267776,0.024996
532,2026,15317.0,False,"When life gets you down, eat spaghetti bolognese 😂",GB,twitter,1.0,53.77262204822704,-2.3807945
533,358,35336.0,False,@jeremy_bayless @LibtardAmerica the white supremacists create the conditions for ALL crime. If it wasn't for that there would be no crime,GB,twitter,-1.0,51.51448212166734,-0.0929105
534,980,4796.0,False,Our capacity for #love grows as we age as does our ability to empathise. Caring for another helps us live longer #secretsofgrowingold,GB,twitter,0.0,51.45790063398809,-2.58539
535,1924,16738.0,False,@theatre_emma it was Steve Punt I was trying to think of earlier,GB,twitter,-1.0,51.46469310439313,-0.0706035
536,1201,25781.0,False,#Versailles has made me so happy!! Waited forever for it and it's so nice to see everyone loving it awh💛💚💙❤️💜,GB,twitter,1.0,51.58749713323214,-3.634682
537,1587,20310.0,False,@roysykes11 @higgi_blue bottom left mate,GB,twitter,-1.0,51.27676464045431,1.0901355
538,288,977.0,False,artpop is a good album,GB,twitter,0.0,53.47534904324797,-2.3495664999999994
539,587,6381.0,False,"bit late to the party, but surprisingly starting to understand the beauty of Coloring Book",GB,twitter,1.0,52.22713108182664,0.511578
